iter	Logloss
0	0.6908006459
1	0.6890344896
2	0.6865621235
3	0.6844316278
4	0.6827194882
5	0.6807976207
6	0.6788159769
7	0.677065315
8	0.6755755632
9	0.6738003049
10	0.6720876599
11	0.6704571348112	0.668951203613	0.6679692678
14	0.6666553288
115	0.6646006365116	0.6634239876
17	0.6623240056
18	0.661033361
19	0.6595343949
20	0.6583453
21	0.6572939968
22	0.6560260162
23	0.6549711316
24	0.654134598
25	25	0.6541951826	0.6518841017
2727	0.6521317132828	0.6511239042929	0.6502540403
30	0.6494118143131	0.6484486146
32	0.647526953
33	0.6467358541
34	0.6460468111
35	0.6453018604
36	0.6444398324
37	0.64373135
38	0.6429690192
39	0.6422426478
40	0.6415876292
41	0.6409069159
42	0.6402924163
43	0.6396669119
44	0.6390679478
45	0.6384308511
46	0.6378049913
47	0.6372182696
48	0.6366496255
49	0.6360827931
50	0.6355812771
51	0.6350052876
52	0.6344061537
53	0.6339030296
54	0.6334107287
55	0.6329051637
56	0.6323546153
57	0.6318389873
58	0.6311765729
59	0.6306839471
60	0.6302115615
61	0.6297002947
62	0.6291781511
63	0.6287345364
64	0.6282444067
65	0.6277990508
66	0.6272839303
67	0.6267975783
68	0.6262808669
69	0.6258009131
70	0.6252999848
71	0.6248699814
72	0.6244683499
73	0.6240817335
74	0.6236986452
75	0.6232175964
76	0.6228996756
77	0.6225186643
78	0.6221271425
79	0.6216656605
80	0.6213500779
81	0.6210017839
82	0.6205855144
83	0.6202440621
84	0.6199586662
85	0.6195241087
86	0.6190934898
87	0.6188062058
88	0.6184479069
89	0.6181324757
90	0.6178547062
91	0.6174592327
92	0.6171471101
93	0.6167592833
94	0.6164312879
95	0.6160643278
96	0.615757989
97	0.615498448
98	0.6151478768
99	0.6148259455
100	0.6144222954
101	0.6141523705
102	0.6137916513
103	0.613432686
104	0.6131101338
105	0.6127635061
106	0.6124732325
107	0.6121160722
108	0.6117281523
109	0.6113415096
110	0.6110113022
111	0.6106444347
112	0.6104164007
113	0.6101961377
114	0.60987651
115	0.6095326164
116	0.6092689204
117	0.6089676978
118	0.6086158943
119	0.6083699924
120	0.6080759888
121	0.6077533443
122	0.6074584526
123	0.6071451135
124	0.6068871949
125	0.6065614209
126	0.6063919367
127	0.6060778324
128	0.6057254026
129	0.6055369117
130	0.6052945582
131	0.6050246036
132	0.6048175858
133	0.6045599205
134	0.6042743555
135	0.603968159
136	0.6036741583
137	0.6034719424
138	0.6031688475
139	0.6028962059
140	0.6025975963
141	0.6023529851
142	0.6020031164
143	0.6017035923
144	0.6013696544
145	0.6011328814
146	0.6007835038
147	0.6005306973
148	0.6003055971
149	0.6000965967
150	0.5998457035
151	0.5996251424
152	0.5993939687
153	0.599225136
154	0.5989591508
155	0.5986426094
156	0.5984918388
157	0.5982167994
158	0.5980436291
159	0.5978689237
160	0.5976603014
161	0.5974415435
162	0.5972976184
163	0.5970312815
164	0.5968876828
165	0.5966147127
166	0.596366942
167	0.596148674
168	0.5959411022
169	0.5956867355
170	0.5954387108
171	0.5951626293
172	0.594935518
173	0.5947461398
174	0.5944862947
175	0.5941680327
176	0.5938943896
177	0.5936711173
178	0.5935290991
179	0.5933188129
180	0.5930947545
181	0.5929203079
182	0.5926466154
183	0.592401195
184	0.5922801161
185	0.5921048745
186	0.5917400974
187	0.5914829404
188	0.59123571
189	0.5909305375
190	0.5906761701
191	0.5904603559
192	0.5902468278
193	0.5900169204
194	0.5897861194
195	0.589556741
196	0.5893968781
197	0.589173294
198	0.5890212503
199	0.5887677678
200	0.5885731386
201	0.5882772707
202	0.5879796089
203	0.5877680494
204	0.5875106313
205	0.5872933304
206	0.5870798352
207	0.5868604419
208	0.586645705
209	0.5864300407
210	0.5862489675
211	0.5860861015
212	0.5859521292
213	0.5856631128
214	0.5853631465
215	0.5851657352
216	0.5849054893
217	0.5847187958
218	0.5844783752
219	0.5842796339
220	0.5840641804
221	0.5838109945
222	0.5836528687
223	0.5834528452
224	0.5832279298
225	0.5830281774
226	0.5827651817
227	0.5825102269
228	0.5822177591
229	0.5819950144
230	0.5817780704
231	0.581594761
232	0.5814903085
233	0.5813272493
234	0.5810562502
235	0.5808361479
236	0.5806337078
237	0.5804564299
238	0.5802327884
239	0.5801025776
240	0.5799369141
241	0.579744002
242	0.5795441779
243	0.5793060077
244	0.5790127392
245	0.578842872
246	0.5787067537
247	0.578561445
248	0.578387923
249	0.5782482864
250	0.5780241836
251	0.5778037665
252	0.577611599
253	0.57742421
254	0.5772075671
255	0.5769367398
256	0.5767635532
257	0.5765480783
258	0.5763446666
259	0.5761701128
260	0.5758844285
261	0.5756773398
262	0.5755503662
263	0.5753417252
264	0.5750870656
265	0.5749372535
266	0.5746727718
267	0.574454203
268	0.5742647436
269	0.5740794007
270	0.5738963811
271	0.5737276375
272	0.5734597313
273	0.5732465191
274	0.5730189679
275	0.5727968767
276	0.5726781459
277	0.5724441988
278	0.5722515189
279	0.5719995305
280	0.5717766801
281	0.5715488331
282	0.5712955297
283	0.5710942169
284	0.5709278597
285	0.5707269336
286	0.5706140931
287	0.5704051339
288	0.5701555546
289	0.5699691493
290	0.5697949907
291	0.5696465733
292	0.5694156877
293	0.5692437459
294	0.5690481464
295	0.5687699311
296	0.5685314972
297	0.5682611761
298	0.5680455935
299	0.5679151384
300	0.5676717549
301	0.5674689075
302	0.5671762813
303	0.56706625
304	0.5668758007
305	0.5666116129
306	0.5663269176
307	0.5661304063
308	0.5658683093
309	0.5656713484
310	0.5654830474
311	0.5652954899
312	0.5650675087
313	0.5648641979
314	0.5647399152
315	0.5645560853
316	0.5643933081
317	0.5641594599
318	0.5637961328
319	0.5634794899
320	0.5632259286
321	0.5630773879
322	0.5628967808
323	0.5626813344
324	0.5624339836
325	0.562202558
326	0.5619963582
327	0.5618147885
328	0.5616226748
329	0.5614641518
330	0.561207894
331	0.5609899391
332	0.5608055516
333	0.5606293911
334	0.5604526466
335	0.5601198223
336	0.5598879464
337	0.5596514565
338	0.559435198
339	0.5592357254
340	0.5589930386
341	0.5587901235
342	0.5585962627
343	0.5584756021
344	0.5582945714
345	0.5580499981
346	0.5578971425
347	0.5577623735
348	0.5575405506
349	0.5573201685
350	0.5571000854
351	0.556827852
352	0.5566509214
353	0.5563591901
354	0.5562041508
355	0.5560423573
356	0.5558195092
357	0.5555966755
358	0.5553508629
359	0.5551558615
360	0.5548774312
361	0.5547174466
362	0.5545444528
363	0.5543034996
364	0.5541083221
365	0.5538961151
366	0.5537522759
367	0.5535672695
368	0.5533527838
369	0.5532125129
370	0.5528913595
371	0.5527355916
372	0.5525929653
373	0.5523583849
374	0.5521598632
375	0.5519741778
376	0.5517369379
377	0.5515472265
378	0.5513982539
379	0.5511601194
380	0.5508328306
381	0.5506310222
382	0.5504996231
383	0.5503252486
384	0.5500388373
385	0.5497597374
386	0.5496006196
387	0.549294904
388	0.5490939683
389	0.5488364238
390	0.5485771595
391	0.5483908247
392	0.5482625053
393	0.5480581093
394	0.5477739436
395	0.547631523
396	0.5474143897
397	0.547186204
398	0.5470137656
399	0.5468301897
400	0.5465689388
401	0.546350357402	0.5452240628
403	0.5449205339
404	0.5447001341
405	0.5444304539
4406	0.5452247269
407	0.5450117796
408	0.5446666129
409	0.5444334483
410	0.5441330945
411	0.5439513199
412	0.5437500403
413	0.543568709414	0.5423624111
415	0.5420934161
416	0.5418781253
417	0.5416613219
418	0.5414135568
4419	0.54228242364420	0.54211895142421	0.54190861642422	0.5416680423	423	0.5414078424	424	0.5411852274
425	0.5409544077
426	0.5406836483
427	0.5404558751
428	0.5402505229
429	0.5400154208
430	0.5398666554
431	0.5395858271
432	0.5393459009
433	0.5390781791
434	0.5388666699
435	0.5385508943
436	0.5382847741
437	0.538071431
438	0.5379509948
439	0.5377530831
440	0.5374203568
441	0.5372368561
442	0.5370102459
443	0.5368067806
444	0.5365834859
445	0.5363243694
446	0.5360957784
447	0.535918088
448	0.5356385083
449	0.5353465101
450	0.5350959934
451	0.5349366061
452	0.5346901623
453	0.5344553064
454	0.5342689402
455	0.5340697615
456	0.5338957013
457	0.5337291136
458	0.5334554827
459	0.533320588
460	0.5330923362
461	0.5328370993
462	0.5326777264
463	0.5324512585
464	0.5321885288
465	0.5319816517
466	0.5316974681
467	0.5316045211
468	0.5313457301
469	0.5311900376
470	0.5310323081
471	0.5308967581
472	0.5305752249
473	0.5303751952
474	0.5301816126
475	0.5300515445
476	0.52987477	0.5290862165
478	0.5288010191
479	0.479	0.52925480	480	0.5290497091
481	0.5288406433
482	0.5285730864
483	0.5284288558
484	0.5281815239
485	0.5279574493
486	0.5277677448
487	0.5276602691
488	0.5273984476
489	0.5271787502
490	0.5269508774
491	0.5266900806
492	0.5265237451
493	0.5263445921
494	0.5262204481
495	0.5260577595
496	0.5258572194
497	0.525691872
498	0.5254769858
499	0.5252951745
500	0.525113186
501	0.5248470818
502	0.5246645027
503	0.524378954
504	0.5241065369
505	0.5239232938
506	0.5237240255
507	0.5234465372
508	0.5233107432
509	0.5231275481
510	0.5229269189
511	0.5227192558
512	0.5225140624
513	0.5223478731
514	0.5221267124
515	0.5219255363
516	0.5217536687
517	0.5216437624
518	0.5214823229
519	0.5212928582
520	0.5210451701
521	0.5207606821
522	0.5204702124
523	0.5202782982
524	0.5200047488
525	0.5198374486
526	0.5195920708
527	0.5193577918
528	0.5192386798
529	0.5190329442
530	0.518787841
531	0.5186747302
532	0.5184421829
533	0.5181756827
534	0.5180082155
535	0.5177470653
536	0.5175151608
537	0.5172996791
538	0.5170624202
539	0.5168697783
540	0.5167020689
541	0.5165546021
542	0.5163119298
543	0.5160956794
544	0.5158567499
545	0.5156812844
546	0.5155403304
547	0.5152778342
548	0.5150113724
549	0.514847008
550	0.5146371193
551	0.5144299427
552	0.5142960385
553	0.5141803576
554	0.5140156524
555	0.5138704507
556	0.5136252032
557	0.513471027
558	0.5132386125
559	0.5130437013
560	0.5128833385
561	0.5126721385
562	0.5124731298
563	0.5123438677
564	0.5121337611
565	0.5118816977
566	0.5116251546
567	0.5113592169
568	0.5110820537
569	0.5108946217
570	0.5106383356
571	0.5104966187
572	0.5103800421
573	0.510152152
574	0.5099021732
575	0.5097207124
576	0.5095176537
577	0.5093438039
578	0.5091673421
579	0.5088876966
580	0.5087181447
581	0.5085261758
582	0.5083408531
583	0.5080746748
584	0.5078997409
585	0.5077163937
586	0.5074710289
587	0.5071869476
588	0.5069535756
589	0.5067506151
590	0.5065370555
591	0.5063045771
592	0.5061606323
593	0.5060060841
594	0.5057714739
595	0.5055050409
596	0.5053823688
597	0.505269189
598	0.5051547144
599	0.50489997
600	0.5047231206
601	0.5044845461
602	0.5042425206
603	0.5040443533
604	0.5038757817
605	0.5035908497
606	0.5034199504
607	0.5032306341
608	0.503111446
609	0.5028714415
610	0.5026886097
611	0.5025261276
612	0.5022790349
613	0.5020439639
614	0.5018257504
615	0.5016761393
616	0.5015329643
617	0.5013812795
618	0.5012067858
619	0.5010476191
620	0.5009385016
621	0.5007768587
622	0.5006632529
623	0.5004672
624	0.500229683
625	0.5000206142
626	0.49979141
627	0.4995326221
628	0.4993001398
629	0.4991987544
630	0.4990259582
631	0.4988072754
632	0.4986394139
633	0.4984338698
634	0.498293425
635	0.4980545754
636	0.4978674225
637	0.4976000384
638	0.4974618848
639	0.4972281197
640	0.4970249753
641	0.4968061883
642	0.4966020138
643	0.4963537146
644	0.4961486358
645	0.4959927379
646	0.4958214693
647	0.4956864869
648	0.4955111158
649	0.495391717
650	0.4952065038
651	0.4950480912
652	0.4948498894
653	0.4946392964
654	0.494391401
655	0.4942287383
656	0.4940527045
657	0.493862964
658	0.4936497741
659	0.4934181411
660	0.4933286109
661	0.4931183298
662	0.4928911486
663	0.4927006774
664	0.4924844882
665	0.4923099302
666	0.4921183151
667	0.4918927964
668	0.4916919332
669	0.4915194377
670	0.4913923166
671	0.4912051629
672	0.4910478849
673	0.490919548
674	0.4906903159
675	0.4904627251
676	0.4902826382
677	0.4900377915
678	0.4898165152
679	0.4895889965
680	0.4894072261
681	0.489255859
682	0.4890772633
683	0.4887983759
684	0.4886472561
685	0.4884841269
686	0.4883088825
687	0.4882332566
688	0.4880154597
689	0.4877897866
690	0.4876223991
691	0.4874037206
692	0.4872198829
693	0.4870543873
694	0.4868241062
695	0.4866700539
696	0.4865500021
697	0.4864170044
698	0.486228821
699	0.4859557095
700	0.4857218413
701	0.4855341888
702	0.4852390143
703	0.4849937645
704	0.4848131546
705	0.484651272
706	0.484438448
707	0.4842736855
708	0.4841368853
709	0.4840044884
710	0.48386676
711	0.4836463059
712	0.4834533474
713	0.4832896322
714	0.4830747472
715	0.4828442351
716	0.4826804602
717	0.4825168512
718	0.4823451359
719	0.4822116633
720	0.4820523818
721	0.4819114387
722	0.48176661
723	0.4816058677
724	0.481400193
725	0.481212646
726	0.4810030168
727	0.4808366509
728	0.4806435571
729	0.4804444877
730	0.480289699
731	0.4802111891
732	0.4800203833
733	0.4798126877
734	0.4796703691
735	0.4795254526
736	0.4792797446
737	0.4791845049
738	0.4790004879
739	0.4788688021
740	0.4786448386
741	0.478479136
742	0.4782531783
743	0.4780200334
744	0.4778618052
745	0.4777021183
746	0.4775392626
747	0.4773344025
748	0.477105945
749	0.4769630537
750	0.4768084589
751	0.4765977282
752	0.4764008571
753	0.476255837
754	0.4760206177
755	0.4758713269
756	0.4757148655
757	0.4754867208
758	0.4752585888
759	0.4750416556
760	0.4748755814
761	0.4746760046
762	0.4744937079
763	0.4743286528
764	0.4741490954
765	0.4739468711
766	0.4737714307
767	0.4735881006
768	0.4734019344
769	0.4732162224
770	0.473004484
771	0.4727790867
772	0.4724973304
773	0.4723126837
774	0.4720848111
775	0.4719585897
776	0.4718315172
777	0.4717128076
778	0.4715748696
779	0.4713911057
780	0.4711831001
781	0.4709483168
782	0.4707704026
783	0.4705569819
784	0.4703572981
785	0.47030534
786	0.4701313999
787	0.4699570294
788	0.4697994896
789	0.4696861204
790	0.469508849
791	0.4692454539
792	0.4691544068
793	0.4689115507
794	0.4687961536
795	0.4686332342
796	0.4684209406
797	0.4682205244
798	0.4680943477
799	0.4679852873
800	0.4678971078
801	0.4677112748
802	0.467601292
803	0.4674454726
804	0.4672394191
805	0.467094362
806	0.4669650097
807	0.4667788586
808	0.4666430958
809	0.4664602208
810	0.4663411649
811	0.4661968614
812	0.4659909055
813	0.4658564562
814	0.4657027957
815	0.4656189815
816	0.4654774797
817	0.4652968324
818	0.4651106185
819	0.4649849169
820	0.4648203984
821	0.4646776598
822	0.4644702917
823	0.4642414142
824	0.4640655332
825	0.463866358
826	0.4636943948
827	0.4634587443
828	0.4632884919
829	0.463116925
830	0.4629823842
831	0.4628169323
832	0.4626696027
833	0.4624772216
834	0.4623607608
835	0.4622080651
836	0.4620124617
837	0.4617979463
838	0.4615899612
839	0.4614032758
840	0.4612055043
841	0.460978641
842	0.4607543642
843	0.4605070624
844	0.4604189049
845	0.4603196318
846	0.4601011548
847	0.4599993625
848	0.4597963065
849	0.4596736587
850	0.4595161103
851	0.4593210299
852	0.4590867457
853	0.4589875699
854	0.4587440195
855	0.458590842
856	0.4584515936
857	0.4582637757
858	0.4580660788
859	0.4578063636
860	0.4576811189
861	0.4575839328
862	0.4573953648
863	0.4572155977
864	0.4570982599
865	0.45689908
866	0.4567440284
867	0.4565368148
868	0.4564246183
869	0.4562644566
870	0.4561232902
871	0.4559475503
872	0.4557939036
873	0.4556182055
874	0.4554451146
875	0.4552874289
876	0.4551034495
877	0.4549306896
878	0.4548012565
879	0.4546451142
880	0.454494062
881	0.4543334618
882	0.4541584973
883	0.45398719
884	0.4538540502
885	0.4536547772
886	0.4534771496
887	0.4532362499
888	0.4530756178
889	0.4529550618
890	0.4528091063
891	0.4526132347
892	0.4524630582
893	0.452298211
894	0.4521054971
895	0.4518942103
896	0.4517611275
897	0.451549608
898	0.4514059954
899	0.451258249
900	0.4511264679
901	0.451011572
902	0.450861175
903	0.4507387148
904	0.4505541832
905	0.4503973886
906	0.4502289724
907	0.450052641
908	0.4498974912
909	0.4497133777
910	0.4495746821
911	0.4494233395
912	0.4493383578
913	0.4491598621
914	0.4489556547
915	0.4488336821
916	0.4487032936
917	0.4485329469
918	0.4483610984
919	0.4481887195
920	0.448057463
921	0.4478787336
922	0.4476960606
923	0.4475139838
924	0.4472816454
925	0.4472014289
926	0.4470513843
927	0.4469522747
928	0.4467476252
929	0.4465833314
930	0.4463826764
931	0.4461681384
932	0.4459953238
933	0.4457927695
934	0.4456258402
935	0.4454718721
936	0.445327577
937	0.4450956007
938	0.4449015896
939	0.444770924
940	0.4446560372
941	0.4444598874
942	0.4442836948
943	0.444060872
944	0.4439180037
945	0.4437183847
946	0.4435722109
947	0.4433951657
948	0.4432795261
949	0.4431257824
950	0.4429951929
951	0.4428481589
952	0.4427277924
953	0.4425379019
954	0.442411594
955	0.4422623301
956	0.4420837165
957	0.4419105298
958	0.4417164466
959	0.4415165213
960	0.4413906917
961	0.4412487613
962	0.4410517829
963	0.440900934
964	0.4407431319
965	0.4404973559
966	0.4403627105
967	0.4402110931
968	0.4400977842
969	0.4399340094
970	0.4397534458
971	0.439606908
972	0.4394289799
973	0.4393543145
974	0.439267392
975	0.4391465618
976	0.4389325461
977	0.438771922
978	0.438642469
979	0.4384419184
980	0.4382870233
981	0.4380911911
982	0.4380348007
983	0.4379037567
984	0.4377629915
985	0.4375783151
986	0.4374235233
987	0.4373018369
988	0.4371263552
989	0.4369938206
990	0.4368296567
991	0.4366662578
992	0.4364980351
993	0.436385996
994	0.4362272454
995	0.4360931853
996	0.435969571
997	0.4358100598
998	0.4356268735
999	0.4354559583
9	0.4356417546
